log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 4
Read EPC: 133703026beea4, 3
Read EPC: 133703026beea4, 2
Read EPC: 133703026beea4, 4
Read EPC: 133703026bf0a6, 4
Next block: 03026bf2a8(770/2689) --- Time elapsed: 199.398 secs
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 3
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 2
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 1
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf0a6, 4
Read EPC: 133703026bf2a8, 4
Next block: 03026bf4aa(771/2689) --- Time elapsed: 199.643 secs
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 1
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf2a8, 4
Read EPC: 133703026bf4aa, 4
Next block: 03026bf670(772/2689) --- Time elapsed: 199.902 secs
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 1
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf4aa, 4
Read EPC: 133703026bf670, 4
Next block: 03026bf86d(773/2689) --- Time elapsed: 200.152 secs
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 2
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf670, 4
Read EPC: 133703026bf86d, 4
Next block: 03026bfab0(774/2689) --- Time elapsed: 200.422 secs
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 1
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bf86d, 3
Read EPC: 133703026bf86d, 4
Read EPC: 133703026bfab0, 4
Next block: 03026bfcb2(775/2689) --- Time elapsed: 200.678 secs
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfab0, 4
Read EPC: 133703026bfcb2, 4
Next block: 03026bfeb4(776/2689) --- Time elapsed: 200.931 secs
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 0
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 1
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfcb2, 4
Read EPC: 133703026bfeb4, 4
Next block: 03026c00b7(777/2689) --- Time elapsed: 201.182 secs
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 2
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026bfeb4, 4
Read EPC: 133703026c00b7, 4
Next block: 03026c02b9(778/2689) --- Time elapsed: 201.441 secs
Read EPC: 133703026c00b7, 1
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 1
Read EPC: 133703026c00b7, 3
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c00b7, 4
Read EPC: 133703026c02b9, 4
Next block: 03026c0480(779/2689) --- Time elapsed: 201.692 secs
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 2
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 1
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c02b9, 4
Read EPC: 133703026c0480, 4
Next block: 03026c067c(780/2689) --- Time elapsed: 201.972 secs
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 1
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 2
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c0480, 4
Read EPC: 133703026c067c, 4
Next block: 03026c08bf(781/2689) --- Time elapsed: 202.222 secs
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 1
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c067c, 4
Read EPC: 133703026c08bf, 4
Next block: 03026c0ac1(782/2689) --- Time elapsed: 202.482 secs
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c08bf, 2
Read EPC: 133703026c08bf, 1
Read EPC: 133703026c08bf, 4
Read EPC: 133703026c0ac1, 4
Next block: 03026c0cc3(783/2689) --- Time elapsed: 202.732 secs
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 1
Read EPC: 133703026c0ac1, 0
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0ac1, 4
Read EPC: 133703026c0cc3, 4
Next block: 03026c0ec5(784/2689) --- Time elapsed: 202.992 secs
Read EPC: 133703026c0cc3, 0
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0cc3, 1
Read EPC: 133703026c0cc3, 4
Read EPC: 133703026c0ec5, 4
Next block: 03026c10c7(785/2689) --- Time elapsed: 203.248 secs
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c0ec5, 4
Read EPC: 133703026c10c7, 4
Next block: 03026c128d(786/2689) --- Time elapsed: 203.512 secs
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 1
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c10c7, 4
Read EPC: 133703026c128d, 4
Next block: 03026c148a(787/2689) --- Time elapsed: 203.762 secs
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 0
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 1
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 4
Read EPC: 133703026c128d, 3
Read EPC: 133703026c128d, 4
Read EPC: 133703026c148a, 4
Next block: 03026c16cd(788/2689) --- Time elapsed: 204.021 secs
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 3
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c148a, 4
Read EPC: 133703026c16cd, 4
Next block: 03026c18cf(789/2689) --- Time elapsed: 204.282 secs
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 1
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 0
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 3
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c16cd, 3
Read EPC: 133703026c16cd, 4
Read EPC: 133703026c18cf, 1
Next block: 03026c1ad1(790/2689) --- Time elapsed: 204.562 secs
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 0
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c18cf, 4
Read EPC: 133703026c1ad1, 4
Next block: 03026c1cd3(791/2689) --- Time elapsed: 204.812 secs
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 1
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 0
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1ad1, 4
Read EPC: 133703026c1cd3, 4
Next block: 03026c1ed5(792/2689) --- Time elapsed: 205.071 secs
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 3
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 2
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 0
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1cd3, 2
Read EPC: 133703026c1cd3, 4
Read EPC: 133703026c1ed5, 4
Next block: 03026c209b(793/2689) --- Time elapsed: 205.332 secs
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 2
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 2
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c1ed5, 3
Read EPC: 133703026c1ed5, 0
Read EPC: 133703026c1ed5, 4
Read EPC: 133703026c209b, 4
Next block: 03026c2298(794/2689) --- Time elapsed: 205.592 secs
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 0
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c209b, 4
Read EPC: 133703026c2298, 4
Next block: 03026c24db(795/2689) --- Time elapsed: 205.842 secs
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c2298, 4
Read EPC: 133703026c24db, 4
Next block: 03026c26dd(796/2689) --- Time elapsed: 206.102 secs
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 0
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 3
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 4
Read EPC: 133703026c24db, 0
Read EPC: 133703026c24db, 4
Read EPC: 133703026c26dd, 3
Next block: 03026c28df(797/2689) --- Time elapsed: 206.352 secs
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 2
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c26dd, 4
Read EPC: 133703026c28df, 4
Next block: 03026c2ae1(798/2689) --- Time elapsed: 206.622 secs
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 0
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c28df, 4
Read EPC: 133703026c2ae1, 1
Next block: 03026c2ce3(799/2689) --- Time elapsed: 206.872 secs
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 3
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ae1, 4
Read EPC: 133703026c2ce3, 4
Next block: 03026c2eaa(800/2689) --- Time elapsed: 207.142 secs
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2ce3, 3
Read EPC: 133703026c2ce3, 4
Read EPC: 133703026c2eaa, 4
Next block: 03026c30a6(801/2689) --- Time elapsed: 207.398 secs
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 3
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c2eaa, 4
Read EPC: 133703026c30a6, 4
Next block: 03026c32e9(802/2689) --- Time elapsed: 207.652 secs
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 2
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c30a6, 2
Read EPC: 133703026c30a6, 4
Read EPC: 133703026c32e9, 4
Next block: 03026c34eb(803/2689) --- Time elapsed: 207.908 secs
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 3
Read EPC: 133703026c32e9, 1
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c32e9, 4
Read EPC: 133703026c34eb, 4
Next block: 03026c36ed(804/2689) --- Time elapsed: 208.172 secs
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 0
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 2
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c34eb, 4
Read EPC: 133703026c36ed, 4
Next block: 03026c38ef(805/2689) --- Time elapsed: 208.422 secs
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 2
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c36ed, 4
Read EPC: 133703026c38ef, 4
Next block: 03026c3af1(806/2689) --- Time elapsed: 208.682 secs
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c38ef, 4
Read EPC: 133703026c3af1, 3
Next block: 03026c3cb7(807/2689) --- Time elapsed: 208.932 secs
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 2
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3af1, 4
Read EPC: 133703026c3cb7, 4
Next block: 03026c3eb4(808/2689) --- Time elapsed: 209.202 secs
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 2
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 2
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3cb7, 4
Read EPC: 133703026c3eb4, 4
Next block: 03026c40f7(809/2689) --- Time elapsed: 209.453 secs
Read EPC: 133703026c3eb4, 0
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 1
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c3eb4, 4
Read EPC: 133703026c40f7, 4
Next block: 03026c42f9(810/2689) --- Time elapsed: 209.712 secs
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 1
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c40f7, 4
Read EPC: 133703026c42f9, 4
Next block: 03026c44fb(811/2689) --- Time elapsed: 209.963 secs
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 0
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c42f9, 4
Read EPC: 133703026c44fb, 4
Next block: 03026c46fd(812/2689) --- Time elapsed: 210.222 secs
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 2
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c44fb, 4
Read EPC: 133703026c46fd, 4
Next block: 03026c48ff(813/2689) --- Time elapsed: 210.472 secs
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c46fd, 4
Read EPC: 133703026c48ff, 4
Next block: 03026c4ac5(814/2689) --- Time elapsed: 210.742 secs
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 2
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c48ff, 4
Read EPC: 133703026c4ac5, 1
Next block: 03026c4cc2(815/2689) --- Time elapsed: 210.992 secs
Read EPC: 133703026c4ac5, 4
Read EPC: 133703026c4ac5, 4
Read EPC: 133703026c4ac5, 3
Read EPC: 133703026c4ac5, 0
Read EPC: 133703026c4ac5, 4
Read EPC: 133703026c4ac5, 4
